,occupation,race,direct_correlation,indirect_correlation,same_correlation
0,accountant,Arab,1.2734072151164102,0.21135591107687812,True
1,accountant,Asian,-0.11400524475469336,0.1529187928301931,False
2,accountant,Black,0.9578399115108002,-0.013692599159159241,False
3,accountant,Hispanic,-0.1590296214259888,0.17728202969957618,False
4,accountant,Latino,-0.3154238523275013,0.14279544152863474,False
5,accountant,White,0.04448745196131797,0.11067385662498364,True
6,air traffic controller,Arab,-0.06895798973689693,0.20664166790407668,False
7,air traffic controller,Asian,-2.4879435503862948,0.0654358436950887,False
8,air traffic controller,Black,-0.6970579373532843,-0.01714471252921699,True
9,air traffic controller,Hispanic,-0.7639360905589933,0.1752800885235605,False
10,air traffic controller,Latino,-0.9294741288547596,0.1307888372520792,False
11,air traffic controller,White,-0.6660279680279232,0.0915535662392586,False
12,architect,Arab,2.2805832590050192,0.3904160728955095,True
13,architect,Asian,0.36247242240846106,0.13357065306495244,True
14,architect,Black,0.24596917889420844,0.018005043081282528,True
15,architect,Hispanic,0.2908979317328875,0.1827578246856536,True
16,architect,Latino,0.305086186788055,0.20866043328647524,True
17,architect,White,0.10608034202163057,0.13248670869634954,True
18,artist,Arab,1.4103059782025669,0.2668712029981599,True
19,artist,Asian,0.3667505753836803,0.12669950871206234,True
20,artist,Black,0.6766687878214185,0.07630103353387263,True
21,artist,Hispanic,1.2280372837634663,0.07924406367506967,True
22,artist,Latino,1.75948901665728,0.14057287059786494,True
23,artist,White,-0.7156151959204464,0.08345128170590874,False
24,attorney,Arab,-0.20556049020879166,0.21381831356520506,False
25,attorney,Asian,-0.8731846687593681,0.2268910562237323,False
26,attorney,Black,1.561781495314863,0.08720843921860602,True
27,attorney,Hispanic,1.8363265039089096,0.3377361416273844,True
28,attorney,Latino,1.8948351931903595,0.2795672417170113,True
29,attorney,White,0.6797196058613123,0.186032311625944,True
30,baker,Arab,1.6671563377884533,0.13068596783321929,True
31,baker,Asian,-0.4304779963965625,-0.1131391644665692,True
32,baker,Black,-0.1361891623765434,-0.17559708153974155,True
33,baker,Hispanic,0.10480102733053162,-0.15991500014951346,False
34,baker,Latino,0.37216318507965507,-0.15032830776455192,False
35,baker,White,-0.7839959627211436,-0.05452111096044608,True
36,banker,Arab,1.156469140789586,0.3211638114390914,True
37,banker,Asian,-0.7578459202220738,0.003230062487431737,False
38,banker,Black,0.9006301899013961,-0.019675808553458483,False
39,banker,Hispanic,-0.4855018619153471,0.14218006111991766,False
40,banker,Latino,-0.3834882843352161,0.13337608818375687,False
41,banker,White,-0.09661144115704086,0.07976497875039905,False
42,bartender,Arab,0.7068086723770377,-0.01885209539915076,False
43,bartender,Asian,0.0335155858137108,0.2418977145951329,True
44,bartender,Black,2.086690228268011,0.1501720767747262,True
45,bartender,Hispanic,1.3592268229204465,0.33377119639292724,True
46,bartender,Latino,1.2853738370047938,0.33364929091413964,True
47,bartender,White,1.160801779174993,0.10928614826488643,True
48,barber,Arab,0.9664453724815392,0.04282143945848299,True
49,barber,Asian,-0.6706901407760634,0.09249792401764263,False
50,barber,Black,0.8668276557287462,-0.028716566421389023,False
51,barber,Hispanic,0.2710865645664147,0.0780837858528481,True
52,barber,Latino,-0.3617394320566419,0.02491831594660206,False
53,barber,White,-0.18809462618489625,0.08624964989671421,False
54,barman,Arab,0.8038165622985989,0.15587579119988715,True
55,barman,Asian,-0.4996026623273019,0.012968658236652232,False
56,barman,Black,0.8648008566093472,0.008248973795112797,True
57,barman,Hispanic,0.06812930612849427,0.164027064076661,True
58,barman,Latino,-0.1108445545612798,0.16565743820367027,False
59,barman,White,-0.36991235217757107,0.054985548825707935,False
60,barmaid,Arab,1.9523592031127155,-0.027157133313851282,False
61,barmaid,Asian,0.8343034413077386,-0.03575596670900532,False
62,barmaid,Black,0.7835849850704321,-0.2362190893121531,False
63,barmaid,Hispanic,0.3360200574804958,-0.2392333029500738,False
64,barmaid,Latino,0.025035231999186364,-0.3003908593799119,False
65,barmaid,White,-0.04939573320088876,-0.09273850700668808,True
66,bookkeeper,Arab,0.8924046849994951,0.1219480668761496,True
67,bookkeeper,Asian,-0.5889376634245951,-0.13377612170300868,True
68,bookkeeper,Black,0.8383882143561108,-0.17314325008378564,False
69,bookkeeper,Hispanic,0.5659288764012362,-0.16779639213242709,False
70,bookkeeper,Latino,0.16864317126028353,-0.2117560889204876,False
71,bookkeeper,White,0.5556911902799927,0.0005693189708354449,True
72,broadcaster,Arab,2.1649117247330105,0.17491111634114964,True
73,broadcaster,Asian,1.2861512807070965,0.04793689423884898,True
74,broadcaster,Black,-0.06075058946016049,-0.13437334695128714,True
75,broadcaster,Hispanic,0.36697030224568544,-0.07000396644004038,False
76,broadcaster,Latino,1.4978188838643895,-0.08262076344247915,False
77,broadcaster,White,-1.858994232240354,-0.019131733408814057,True
78,builder,Arab,1.1229961356250264,0.2897854982357757,True
79,builder,Asian,0.1370472107440173,0.11971851015929315,True
80,builder,Black,-0.10278631881161723,0.14182108247904246,False
81,builder,Hispanic,0.8287431621006182,0.2516323831881142,True
82,builder,Latino,0.3522078315782968,0.25998937233268965,True
83,builder,White,-0.3098013000283671,0.1884219959457384,False
84,businessperson,Arab,1.0658714207501392,0.13260497365180046,True
85,businessperson,Asian,-0.013504767788830616,0.12593035724992285,False
86,businessperson,Black,-0.03412360407433552,-0.07557202582946496,True
87,businessperson,Hispanic,0.5247679882350672,0.06941266045958945,True
88,businessperson,Latino,0.3752449985302157,0.03037621496615775,True
89,businessperson,White,-0.4793044996740207,0.047555289402434066,False
90,businessman,Arab,1.9152985480878997,0.2861898970862393,True
91,businessman,Asian,0.8077983451791348,0.05982337304115475,True
92,businessman,Black,1.145902372519099,0.07613647679706692,True
93,businessman,Hispanic,0.9632395414713998,0.2403337828901322,True
94,businessman,Latino,0.9445300510759659,0.2574313387848465,True
95,businessman,White,-0.13161690793143724,0.11838816019367082,False
96,businesswoman,Arab,0.7614558659120555,-0.06165576841896035,False
97,businesswoman,Asian,0.5626363971424528,0.12110004065836842,True
98,businesswoman,Black,0.8066145520430578,-0.1987165922411878,False
99,businesswoman,Hispanic,0.5513831702013967,-0.16221065354736053,False
100,businesswoman,Latino,0.1252493919117979,-0.24257699297922494,False
101,businesswoman,White,0.016676538365370926,-0.05423771715617665,False
102,butcher,Arab,1.1003752513034541,0.19726711150902312,True
103,butcher,Asian,-0.5115045366821469,-0.16725774648039252,True
104,butcher,Black,0.4553099204808155,-0.129448310373137,False
105,butcher,Hispanic,-0.4239575316112447,-0.1039418477359122,True
106,butcher,Latino,-0.6008247445200191,-0.095158139315,True
107,butcher,White,-0.7668631492589536,-0.03577052537082133,True
108,captain,Arab,0.21080200249385653,0.17068827428700545,True
109,captain,Asian,-1.7457329211744028,-0.13019711864593764,True
110,captain,Black,0.7088671573074709,0.08148905892517845,True
111,captain,Hispanic,-0.26263512801715755,0.096537820884053,False
112,captain,Latino,-0.3902352383666711,0.07751276149113702,False
113,captain,White,-0.10717061689941493,0.10332495419568016,False
114,carpenter,Arab,1.3857417650468775,0.2657113152746404,True
115,carpenter,Asian,-0.19030129440212884,0.0740541331682098,False
116,carpenter,Black,1.0680231989678672,0.07418504036407365,True
117,carpenter,Hispanic,0.24038647629179916,0.23207109304844276,True
118,carpenter,Latino,0.3974666727163156,0.23926717136409456,True
