,beverage,sport,direct_correlation,indirect_correlation,same_correlation
168,smoothie,golf,0.2526873006270583,0.4410727972803051,True
169,smoothie,athletics,-0.8822942617595433,0.2667731298931489,False
170,smoothie,badminton,-0.09185025044129448,0.23103789721349444,False
171,smoothie,boxing,-0.4638981226967221,0.1932736837391796,False
172,smoothie,cycling,-0.6364464003350607,0.267167234815321,False
173,smoothie,swimming,-0.3563200832176169,0.18511235821175345,False
174,smoothie,shooting,-0.1432229630556026,0.2995992363870463,False
175,smoothie,gymnastics,-0.2669654084279797,0.2172250245874296,False
176,smoothie,handball,0.040189369615107814,0.14262789209559984,True
177,smoothie,wrestling,-0.5952422053586957,0.29594484942045285,False
178,smoothie,skiing,-0.06986505045061363,0.2890423054555035,False
179,smoothie,bowling,0.6613928406885684,0.4841000192817038,True
180,alcohol,football,0.2831400956055153,0.2260150915756328,True
181,alcohol,basketball,0.3737320485921916,0.2160514572317586,True
182,alcohol,cricket,-0.2026275980709828,0.09861923521225446,False
183,alcohol,hockey,0.06211179201650185,0.1838763508677229,True
184,alcohol,tennis,-0.1156869240466728,0.11787390616592675,False
185,alcohol,volleyball,0.07963218784729545,0.08730119540694492,True
186,alcohol,baseball,0.09349741658955843,0.2423269313369309,True
187,alcohol,rugby,0.028886698414570262,0.223039181332308,True
188,alcohol,golf,-0.19374704506377088,0.17918578781288086,False
189,alcohol,athletics,0.3930849544543478,0.024493037437382237,True
190,alcohol,badminton,-0.1116308122381018,0.0685850519581629,False
191,alcohol,boxing,0.8021358963313241,0.14654293447071012,True
192,alcohol,cycling,0.5330368248203896,-0.0006853134530907993,False
193,alcohol,swimming,0.32239776418610044,-0.05976178957833296,False
194,alcohol,shooting,0.5630521979815195,0.09747167217000216,True
195,alcohol,gymnastics,0.5420795385010525,-0.0015995428260160269,False
196,alcohol,handball,0.4057771718482184,0.05364828275638759,True
197,alcohol,wrestling,0.7666061558025966,0.2360980871087028,True
198,alcohol,skiing,0.3333152008876516,-0.04741225144101167,False
199,alcohol,bowling,0.21448584959994146,0.210308960249299,True
200,liquor,football,0.013930639809353685,0.1206592531259826,True
201,liquor,basketball,0.11877485911613216,0.08043474208198442,True
202,liquor,cricket,-0.1889465135781349,0.1658428048675726,False
203,liquor,hockey,-0.1452840299554808,0.1174654829684298,False
204,liquor,tennis,-0.18890003300845645,0.05287607728436625,False
205,liquor,volleyball,-0.21333820669829107,-0.08993332529207043,True
206,liquor,baseball,0.2173767872277018,0.3052066729474401,True
207,liquor,rugby,-0.4326648066399213,0.1022909059187826,False
208,liquor,golf,0.021168066462709897,0.2993798949308738,True
209,liquor,athletics,-0.1524741598796312,-0.030273417595968237,True
210,liquor,badminton,-0.10383729801430233,0.058967391852678734,False
211,liquor,boxing,0.6065851160001163,0.2228325967643857,True
212,liquor,cycling,-0.29588541896179593,-0.003509047194150439,True
213,liquor,swimming,-0.14431156461704192,-0.07794134016806137,True
214,liquor,shooting,0.463797380123721,0.1614738002394982,True
215,liquor,gymnastics,0.07120356898310264,-0.1307122150840756,False
216,liquor,handball,0.09435175114811307,-0.008148862102173672,False
217,liquor,wrestling,0.3565487948777109,0.22116119162679487,True
218,liquor,skiing,-0.1431699991773972,-0.0015034057603011625,True
219,liquor,bowling,0.006939529041366514,0.20349898456733725,True
220,beer,football,0.05140830317944743,0.3347342315539335,True
221,beer,basketball,0.21943144697432365,0.2866562559522685,True
222,beer,cricket,-0.0943999554998192,0.373210645810404,False
223,beer,hockey,0.08337072650151058,0.350188393845265,True
224,beer,tennis,-0.07760721985800142,0.2426037776252148,False
225,beer,volleyball,-0.2533572898719899,0.024888778595459626,False
226,beer,baseball,0.3774861359854959,0.5164976058028706,True
227,beer,rugby,-0.055350185328813147,0.3398801886864252,False
228,beer,golf,0.4116792265560691,0.5360176363601667,True
229,beer,athletics,-0.11242942142165642,0.15304861782003193,False
230,beer,badminton,-0.2843280078693011,0.15693419090019298,False
231,beer,boxing,0.3166952543586806,0.3458796092571599,True
232,beer,cycling,0.2318117897712519,0.17525694944187406,True
233,beer,swimming,0.1026795648996226,0.01226300895571545,True
234,beer,shooting,0.7198953580220078,0.2759017327918293,True
235,beer,gymnastics,0.08259306450814917,0.011578801921003523,True
236,beer,handball,0.16616786071810635,0.1554858487670552,True
237,beer,wrestling,0.4528982082125938,0.3988972836423047,True
238,beer,skiing,0.5126689001870514,0.170621282586288,True
239,beer,bowling,0.7605979305329404,0.4225343894504148,True
240,wine,football,-0.4147705710696866,-0.40788612051072376,True
241,wine,basketball,-0.2881887897119729,-0.4112438722325144,True
242,wine,cricket,0.09598981707177216,-0.3707585548938661,False
243,wine,hockey,-0.4907642491654594,-0.4169996469436311,True
244,wine,tennis,0.11919442301547638,-0.3581505662922694,False
245,wine,volleyball,-0.1319825048901849,-0.2463864897774765,True
246,wine,baseball,-0.4890455975077369,-0.5117014644566115,True
247,wine,rugby,-0.22092311291108835,-0.3530201566470524,True
248,wine,golf,0.007853354643077742,-0.4237618547215228,False
249,wine,athletics,-0.04115212346792911,-0.21109331892665645,True
250,wine,badminton,-0.029664218812563474,-0.2504275727854792,True
251,wine,boxing,-0.1410283219471138,-0.2669234661881059,True
252,wine,cycling,0.26977942712860664,-0.1336361702712891,False
253,wine,swimming,-0.010166787673549234,-0.09627430257299367,True
254,wine,shooting,-0.2615037849068188,-0.2901469270543157,True
255,wine,gymnastics,0.24462809618538456,-0.12065152085979085,False
256,wine,handball,0.2901359982726047,-0.16528267442858505,False
257,wine,wrestling,-0.57946081736598,-0.4267795506768292,True
258,wine,skiing,0.2711381407084549,-0.09851040700287277,False
259,wine,bowling,-0.56922131538919,-0.5129228127748191,True
260,cider,football,0.21883975367336408,-0.2547477471518966,False
261,cider,basketball,0.23897130768121974,-0.2323614907544951,False
262,cider,cricket,0.7429633603842442,-0.024909728817600445,False
263,cider,hockey,0.3906056319184473,-0.15670704382494,False
264,cider,tennis,0.2738990256452983,-0.1096245437838571,False
265,cider,volleyball,0.15436095577748238,-0.21593098323994347,False
266,cider,baseball,0.12005380939741064,-0.12208768418893015,False
267,cider,rugby,0.3922499512641754,-0.21921661627011133,False
268,cider,golf,0.4625718592518879,0.01725111558188391,True
269,cider,athletics,0.2062266292040838,-0.04759283882246732,False
270,cider,badminton,0.34845892837611137,-0.0372521331043764,False
271,cider,boxing,0.1723755213708967,-0.053120435841532435,False
272,cider,cycling,0.09783663553494236,0.03310718096276278,True
273,cider,swimming,-0.03450559565331461,0.06444151117085835,False
274,cider,shooting,0.9670711753661568,0.03722769047151825,True
275,cider,gymnastics,0.3274802612581942,-0.06419909966847417,False
276,cider,handball,0.5894604838865383,-0.11935551480001864,False
277,cider,wrestling,0.3654964530646399,-0.11995399208785687,False
278,cider,skiing,1.0760837712082345,0.17293694251757166,True
279,cider,bowling,0.7015899922440719,-0.0435654503226648,False
280,vodka,football,-0.15619743653363852,0.1231904688028853,False
281,vodka,basketball,0.14026537524134988,0.11420801070930348,True
282,vodka,cricket,-0.5639709984306005,0.009877023345629536,False
283,vodka,hockey,0.15593383424044766,0.13090232580439054,True
284,vodka,tennis,-0.12959245937713773,0.07735573939124811,False
285,vodka,volleyball,-0.07095744920656998,0.10814116386742748,False
286,vodka,baseball,0.12795103609499892,0.0569663378889795,True
287,vodka,rugby,-0.4576259691438365,0.12921744868550972,False
288,vodka,golf,0.007602299795835207,0.03771457974655134,True
289,vodka,athletics,-0.3712792474765229,0.05565128475933977,False
290,vodka,badminton,0.029104264417239806,0.06706484138750775,True
291,vodka,boxing,0.3070300273748969,0.08502462968238546,True
292,vodka,cycling,-0.17284493886711666,0.06192168439460266,False
293,vodka,swimming,0.3602296445564753,0.021384739696485508,True
294,vodka,shooting,1.3258889506846758,0.08374596255860027,True
295,vodka,gymnastics,0.4423894765905664,0.09435578194552634,True
296,vodka,handball,0.7496350830589386,0.11362430943922505,True
297,vodka,wrestling,0.2259906054798451,0.0834656738658728,True
298,vodka,skiing,1.0211006028383507,0.09513589778846378,True
299,vodka,bowling,0.19144201878610412,0.011662565510602874,True
300,rum,football,0.1017359524707288,-0.07915193395732918,False
301,rum,basketball,0.22323400366576512,-0.0369614847338383,False
302,rum,cricket,0.4613173311689326,0.11269033776803172,True
303,rum,hockey,0.060499548852696,-0.0014757910845380395,False
304,rum,tennis,0.11102189552618162,0.06365105725315652,True
305,rum,volleyball,0.24734410854396416,-0.04405516769844728,False
306,rum,baseball,0.1870033090386347,0.060291331765717125,True
307,rum,rugby,0.32931757968800107,-0.07374157306422029,False
308,rum,golf,0.2128609240495106,0.17311586350359207,True
309,rum,athletics,-0.12282460399799812,0.037050329275041545,False
310,rum,badminton,0.626574962848057,0.12934138458147532,True
311,rum,boxing,0.5768529489425194,0.15891105046408147,True
312,rum,cycling,0.1101962203034047,0.13831276155149186,True
313,rum,swimming,0.9314852524247264,0.187811425858246,True
314,rum,shooting,0.5946353905891356,0.2010255475317075,True
315,rum,gymnastics,0.2973263126649296,0.040868923072525216,True
316,rum,handball,0.7499703258557995,0.016404892070190653,True
317,rum,wrestling,0.19003777340747469,0.06156023921062119,True
318,rum,skiing,0.13343912941906866,0.22583370170218586,True
319,rum,bowling,0.8640387222769472,0.1292284004867966,True
320,whiskey,football,-0.2199981652291971,0.02179988889932124,False
321,whiskey,basketball,-0.14627108157858176,-0.04772063126877246,True
322,whiskey,cricket,-0.00927894418806316,0.13346030047908447,False
323,whiskey,hockey,-0.3635102099604995,-0.005125953669254956,True
324,whiskey,tennis,-0.2041926628442436,-0.03682589671945339,True
325,whiskey,volleyball,-0.7891810013621252,-0.26398680782593875,True
326,whiskey,baseball,0.36576871604223454,0.26974793098376426,True
327,whiskey,rugby,-0.3173525850885893,0.040944603074902886,False
328,whiskey,golf,0.4247875067028243,0.28609875774527804,True
329,whiskey,athletics,-0.3672704849730584,-0.01849995463087728,True
330,whiskey,badminton,-0.2303965997016723,-0.10775487626403596,True
331,whiskey,boxing,0.4694137300986466,0.13326015068249636,True
332,whiskey,cycling,-0.08667470175465446,-0.02397439313357044,True
333,whiskey,swimming,-0.1940807845144393,-0.14156992917749026,True
334,whiskey,shooting,0.7695271092811296,0.07104693222712999,True
335,whiskey,gymnastics,-0.21133710684846072,-0.21213637783895514,True
336,whiskey,handball,-0.04144330517867356,-0.12415676842087485,True
337,whiskey,wrestling,0.0647611741838033,0.12255376756009233,True
338,whiskey,skiing,0.03634086529421557,-0.04029339675532265,False
339,whiskey,bowling,0.097507614791379,0.13709173894412566,True
340,champagne,football,-0.7337269742510352,-0.2451381441519018,True
341,champagne,basketball,-0.5651055616018608,-0.26529419974378016,True
342,champagne,cricket,-0.2845023511680747,-0.18529657380660866,True
343,champagne,hockey,-0.5264810921287354,-0.2364135479118433,True
344,champagne,tennis,0.11663949856228728,-0.10679819240435656,False
345,champagne,volleyball,-0.5469370889591441,-0.1345000136805225,True
346,champagne,baseball,-0.3909014354770957,-0.30284692556853743,True
347,champagne,rugby,-0.7712424065179414,-0.12207939414059032,True
348,champagne,golf,0.26877706219346426,-0.17328570764048926,False
349,champagne,athletics,-0.6388753449236658,0.05850640539034532,False
350,champagne,badminton,-0.07310965172785658,-0.10212706533699964,True
351,champagne,boxing,-0.5657669649062913,-0.15045459222428414,True
352,champagne,cycling,-0.20871499146475053,0.056435028352825996,False
353,champagne,swimming,-0.2459122322181479,0.02775529753716487,False
354,champagne,shooting,0.1339725772802818,-0.1265580195338576,False
355,champagne,gymnastics,-0.04647351091485947,0.03755493875102844,False
356,champagne,handball,-0.1886335499934501,-0.06244674574277673,True
357,champagne,wrestling,-1.1726732192477585,-0.2644951582753299,True
358,champagne,skiing,0.21386337797459154,0.05160806829836097,True
359,champagne,bowling,-0.13879481208761293,-0.2294254075460917,True
