index,trait_isomap_x,trait_isomap_y,trait_tsne_x,trait_tsne_y,trait_umap_x,trait_umap_y
Nigeria,0.6049560826392559,0.311543379863142,30.022125,166.44249,10.874304,3.3610637
Ethiopia,-1.0352800419529715,-0.44538295692149865,-118.04353,97.83456,10.84053,2.3426387
Egypt,-0.30609319396457396,-0.9685668961453191,39.156982,142.43488,10.885577,2.87678
Congo,-0.3153595035369336,0.14727722781648211,9.816021,148.24463,11.2836275,3.0010324
Tanzania,-0.706770824680164,0.5112439798346616,-69.18563,118.19992,11.765432,3.1897657
South Africa,-1.2674884412355891,1.1274194428493234,-22.007957,113.905396,13.0439825,4.08604
Kenya,-0.9007421065324046,1.334907019357342,-33.89333,107.72306,12.912176,4.3081493
Uganda,-0.6253279995688321,0.5696343697859345,-61.174698,109.20838,11.735292,3.4952896
Sudan,0.13307767409605567,-0.019257022075468498,25.519781,152.34685,11.041551,3.1290605
Algeria,-0.8836678098575119,-1.3197789329407617,-85.81001,-81.5687,15.739077,8.003714
China,1.5836400754673474,-0.03693345870203141,82.947784,21.888155,12.352984,7.080838
India,1.2916373320510752,-0.8109302112813843,181.89026,-22.328,12.535725,9.160383
Indonesia,-0.577404784468472,-0.32184750953890257,-93.6355,142.34692,15.531729,5.994493
Pakistan,1.693526607265957,-1.3799846968230596,175.2188,-5.49219,12.708994,9.187366
Bangladesh,0.7201873407899618,-0.8914498207013811,171.01149,-27.186003,12.419253,9.24978
Japan,3.435836877720919,-1.2083300396040926,85.49565,40.392334,12.309627,7.2224545
Philippines,-0.09203185742649735,0.5423024946505738,41.02332,-106.89321,14.494732,6.4070497
Vietnam,1.6055832784833497,2.792623112976813,34.587337,51.729095,12.240653,6.190255
Iran,1.1055881007811617,-1.9887729883010676,173.38548,8.421017,12.921607,9.320217
Turkey,-0.38388705781075244,-1.0157651590210584,-75.620636,-73.287346,15.241258,8.756559
Russia,0.4282690894081286,-1.4627262669132275,157.06407,45.555794,13.936522,9.3278475
Germany,-2.568569609863981,0.3415442498228454,-157.80531,74.57622,9.622058,1.0133884
United Kingdom,-0.0626108594186139,1.5527022807333057,-66.212944,88.36441,11.909587,3.7805293
France,-1.9478750215676601,-0.7704980353124963,-184.33604,70.17366,9.400389,0.7966612
Italy,-1.0765272555459686,-1.09610633116481,-74.79277,-127.91259,15.937311,7.540699
Spain,-0.5075775111312393,-1.174138465858504,-62.548786,-118.15685,15.864692,7.4876614
Ukraine,1.0013442890099618,-2.0979398603982267,163.97433,35.112106,13.676831,9.328569
Poland,-1.6874835447631875,-0.12718455210752147,-129.85799,92.832245,10.235595,1.6439387
Romania,-0.13917453397088603,-2.1352753780370994,-104.5571,-84.24057,15.810791,8.120692
Netherlands,-2.9234550157156254,0.6199444335044603,-156.72833,62.08177,9.737983,1.1168096
Austria,-2.627383857871895,-0.9563002429605719,-175.25824,79.6068,9.433507,0.83029366
United States,3.4721245017506024,1.9135138685773108,46.209988,53.979767,12.111026,6.4199586
Mexico,1.4337768210130404,-0.7693564907277088,-23.777563,-0.8459171,13.94134,8.275678
Canada,0.32306089097663493,2.8741060545785664,-20.36762,61.14149,12.42516,4.886977
Guatemala,0.5881898232198826,-0.24002749506983817,2.6312342,-15.702425,14.394877,7.8995667
Haiti,0.11873886609134095,0.2846563034074461,43.525295,-132.12871,14.500389,6.921132
Cuba,-0.7034759300697095,0.7401598636861,20.595837,-94.287476,14.987159,6.051203
Dominican Republic,0.14176977907100038,-0.12803668528110573,26.379368,-137.33989,14.750489,7.4062715
Honduras,-0.2164485758683407,0.11909001569925734,20.90263,-126.64081,14.981363,6.8585887
Nicaragua,0.9563343258964868,-0.16026485536976623,-10.505699,-14.059425,14.258378,8.075773
El Salvador,-0.7651814087690506,-0.032929240552236144,-7.018949,-114.87635,15.51361,6.6112695
Brazil,1.1955121660237302,-0.9348211275019495,-23.929728,-35.936615,13.982331,8.645911
Argentina,-0.47075637235783074,-0.47814335776380146,-41.385754,-121.007,15.677601,7.161621
Peru,0.23914041855331905,-0.8606785255192401,-52.45104,-46.254837,14.637202,9.171603
Venezuela,0.8329788572578499,-0.6435694938327103,-27.941805,-23.342518,14.292664,8.613647
Chile,-0.6218335075076689,-0.4210908546915191,-28.467161,-120.30413,15.9329195,6.7624288
Ecuador,0.5974473593731784,-1.275086438303774,-59.441357,-31.766651,14.569533,9.145714
Bolivia,0.1998298850456377,-0.6827784477569783,-52.602783,-58.55563,14.820144,8.849325
Paraguay,-0.8174601693620617,-0.1409334917476514,-14.577065,-132.3218,15.733291,6.4051704
Uruguay,-0.7877155165390799,-0.39938811321977913,-36.71319,-136.27655,15.909891,6.9759507
Australia,2.439216778998092,0.8702300498842872,-157.27354,-25.023678,12.074588,5.1057897
Papua New Guinea,0.3960241735585042,1.737925974071141,67.44124,-9.554467,12.68634,6.542699
New Zealand,1.7297679759350104,1.3821608327109922,-147.95175,-18.331438,12.037494,5.1292214
Fiji,-0.6278148101453196,1.444670871816226,-16.473736,79.70319,12.972957,4.651444
Solomon Islands,-0.9135120426802031,1.7042251510207196,-21.642353,97.124,13.326738,4.575717
Vanuatu,-1.4058383417041944,0.8827886465167624,20.057951,-75.51751,14.442659,5.543498
Samoa,0.35617952296116234,1.428778637641463,78.254814,-14.90066,12.84118,6.408827
Kiribati,-1.1126044362242902,0.02812682514473156,-82.50387,129.70683,12.242603,3.0574973
Micronesia,-0.6299391526205943,1.2777614873196617,50.067154,-86.53448,14.384173,5.98259
Tonga,1.0835522012934529,0.8549368688769927,78.003,4.179386,12.560008,6.608079
