index,trait_isomap_x,trait_isomap_y,trait_tsne_x,trait_tsne_y,trait_umap_x,trait_umap_y
football,-4.026301443855337,-1.8337165355490397,-166.12009,-22.766722,8.035677,-0.7462789
basketball,-2.8332982111364378,-1.9743735364859085,-180.21997,-86.08662,7.271599,-0.8912297
cricket,1.8015558273073906,2.8715040097349247,134.86745,-23.94118,-3.3462589,-8.668546
hockey,-0.6802717188509294,-0.8107269178118073,-138.48058,-108.53068,6.836447,-1.6791909
tennis,4.16259615227244,-1.976296338769227,186.99731,162.83597,-14.63935,-5.377923
volleyball,3.8977995483253776,-2.228625451333832,159.33063,162.9135,-14.202799,-5.4648194
table tennis,3.6112752403502513,-1.991734137567664,216.8678,135.1881,-14.909693,-5.5537343
martial arts,-3.1707967661866507,-0.19099604572834117,-74.4173,-23.283373,8.085659,-2.7074068
baseball,-2.1820697530616373,-1.3764282797931606,-148.73376,-58.085773,7.7878504,-1.0748252
american football,-2.960268662215036,2.2931499039730188,-41.409863,-31.614382,7.853304,-3.2205007
rugby,-2.1912592066265124,-0.7428677840173835,-115.87759,-68.55347,7.951287,-1.6289768
golf,-0.33279807601413136,1.4966653525258704,46.523296,-34.78893,6.847021,-3.84417
athletics,2.3545377750876066,1.3124914922268955,174.54971,-0.21513285,-3.9463906,-9.19879
badminton,2.50915741307765,1.1422401615341649,156.40756,18.26274,-4.228144,-8.881138
boxing,-2.9348269726542244,2.630201230476485,-19.867525,-45.708996,7.523093,-3.3153322
Formula One,-3.008894758546312,0.05162293969130431,-96.506004,-68.09796,8.403085,-1.5806414
MotoGP,-3.5684755086927105,-1.1057120212511498,-95.18953,-19.921995,8.033687,-2.1834326
cycling,2.2181263618357145,1.7287130730650837,148.10501,-6.112941,-3.5827992,-9.073639
swimming,3.1008685634666135,-1.79639132093393,184.45872,141.0868,-14.340479,-5.2868733
snooker,1.3490252947926462,2.398005784827492,111.6196,-30.776169,-2.909333,-8.614877
shooting,-1.5476893730638894,1.0151006763633077,15.671711,-21.948816,6.7651577,-3.4963918
gymnastics,4.468248916071866,-1.9951879424942753,208.87434,157.7526,-14.550072,-5.843262
handball,2.73016910789593,-0.22233398915243863,158.6474,48.292522,-4.8984413,-8.642105
wrestling,-3.457438647934968,-1.4197007507817598,-144.94003,-36.767788,8.265663,-1.0231365
skiing,1.4313376206452102,-1.241048523224751,158.17734,74.22391,-5.146764,-8.45019
horse racing,-0.9435970013584575,2.8953815554715665,21.09201,-41.189743,7.215884,-3.5175478
horling,2.7441939262016994,3.7596237787820126,144.35268,-50.345898,-3.000955,-8.853024
pickleball,1.0057485053542607,-0.16490749520679934,135.5641,64.28433,-4.879997,-8.6998625
water polo,-1.895127760673964,-1.2350888822005055,-155.52925,-123.73929,7.3089323,-1.5287578
bowling,-1.651526391813457,-1.2885640063701633,-161.567,-97.75714,6.9247313,-1.1722009
