index,trait_isomap_x,trait_isomap_y,trait_tsne_x,trait_tsne_y,trait_umap_x,trait_umap_y
water,-0.38782476307929237,0.22108095591694807,-120.319595,-178.15411,1.5534335,-8.219162
coffee,4.831311293718636,-0.12096298762615282,106.26094,97.741776,23.550428,1.187606
tea,4.598392013383303,-0.1397032349950846,87.616196,180.53052,22.07808,1.1563233
juice,-1.8649526602918114,1.4847822177471963,-127.265686,-150.44826,1.7318769,-9.44456
milk,4.968990066271516,-0.20087891076461908,119.203094,173.32285,22.355265,0.7464668
soda,-3.043298621763496,-0.1794644265120686,-84.961235,-105.69163,0.9532749,-9.246571
energy drink,-4.009212392194685,3.225082999862206,-166.18364,-120.40044,2.0289478,-9.0992985
milkshake,6.142286432039935,-0.31686036786363386,145.40337,164.43787,22.628428,0.4556026
smoothie,-2.9755375881276827,0.3683940193835622,-60.258247,-112.01152,0.8126333,-8.813161
alcohol,-4.090132175444601,0.892437965788058,-133.70001,-114.15809,1.6146051,-9.037863
liquor,-5.3852733707432385,-1.2407213865664224,-31.806303,-205.54408,3.423453,-7.6452866
beer,-5.501048334421432,-1.3820092397817447,-12.10224,-182.7713,3.6328528,-7.3086853
wine,2.5484629110093433,-0.025867006792024385,69.39384,139.74814,22.513954,1.6943806
cider,4.536548449818049,-0.16576464232517454,112.25912,133.48494,22.94179,1.2112684
vodka,-2.5737410640041203,-0.3375660172867507,-95.71299,-137.30296,1.3513323,-8.713636
rum,5.138333959067348,-0.2086448559452347,140.55008,125.612564,23.149488,0.58013874
whiskey,-5.30666544009492,-1.9973156391431257,-4.529532,-213.78438,3.2418723,-7.3963284
champagne,2.3733612848571455,0.12398055690406853,58.827286,106.2663,22.981892,1.8034164
