,country,sport,direct_correlation,indirect_correlation,same_correlation
0,Nigeria,football,0.7883062573156879,-0.17383137955003303,False
1,Nigeria,basketball,0.8084912044697373,-0.21149298041780845,False
2,Nigeria,cricket,1.0798988165370746,-0.18816565457410547,False
3,Nigeria,hockey,0.09467736144978993,-0.2603767082672372,False
4,Nigeria,tennis,-0.023526913968652988,-0.32637501382634154,True
5,Nigeria,volleyball,0.17278033143716134,-0.2607310022135106,False
6,Nigeria,baseball,0.19189389240347093,-0.24519152704062816,False
7,Nigeria,rugby,1.2235972860575344,-0.21136852711976767,False
8,Nigeria,golf,-0.4953646566387036,-0.33127975506190666,True
9,Nigeria,athletics,0.548340705983571,-0.2825084395617694,False
10,Nigeria,badminton,1.0949091385689385,-0.2124333676274177,False
11,Nigeria,boxing,0.8736048255317705,-0.1033951485727744,False
12,Nigeria,cycling,0.5121002398008213,-0.3014660905244429,False
13,Nigeria,swimming,0.07190612911853705,-0.17807455316329018,False
14,Nigeria,shooting,-0.9296935473755408,-0.26175331748582475,True
15,Nigeria,gymnastics,-0.7516314951066182,-0.2802594070597638,True
16,Nigeria,handball,0.6160221769086024,-0.2135102272812148,False
17,Nigeria,wrestling,0.5501364155010396,-0.2030890713821432,False
18,Nigeria,skiing,-1.3030702249976498,-0.3520475664539446,True
19,Nigeria,bowling,-0.4786137576649733,-0.348735204387824,True
20,Ethiopia,football,0.5619506303149928,-0.3319390023814053,False
21,Ethiopia,basketball,0.9636684520586032,-0.2990508988646329,False
22,Ethiopia,cricket,0.2842491712276928,-0.3659423399738753,False
23,Ethiopia,hockey,-0.1431303579318659,-0.3718558620677706,True
24,Ethiopia,tennis,0.2907115715772805,-0.3840122649158185,False
25,Ethiopia,volleyball,0.3562153613507357,-0.2140501362771438,False
26,Ethiopia,baseball,0.2680198817121656,-0.4150613630154667,False
27,Ethiopia,rugby,0.6491041524710968,-0.3994809036841387,False
28,Ethiopia,golf,-0.5176227567441657,-0.4632862406675763,True
29,Ethiopia,athletics,0.21444218337879964,-0.3288510268902451,False
30,Ethiopia,badminton,0.7129538328909384,-0.2539935530905572,False
31,Ethiopia,boxing,0.3521734558094512,-0.19976951013684,False
32,Ethiopia,cycling,0.5261242246740021,-0.2863468094690738,False
33,Ethiopia,swimming,-0.003479541401641458,-0.13915394650578333,True
34,Ethiopia,shooting,-1.2426830904506652,-0.3193077008649135,True
35,Ethiopia,gymnastics,-0.8933793558476975,-0.1949914984662184,True
36,Ethiopia,handball,0.7696435636069938,-0.2129803600598911,False
37,Ethiopia,wrestling,0.1574384594778556,-0.3229342025605437,False
38,Ethiopia,skiing,-0.25039174983089096,-0.22995331882630515,True
39,Ethiopia,bowling,-0.8486387989985077,-0.4880115491771208,True
40,Egypt,football,0.3829339513426249,-0.3117425479195282,False
41,Egypt,basketball,0.7418974909764764,-0.2934924926131524,False
42,Egypt,cricket,0.6264664074760479,-0.3210141827457945,False
43,Egypt,hockey,-0.06378578266782167,-0.34416447303407305,True
44,Egypt,tennis,0.10588988789483238,-0.3777578554413905,False
45,Egypt,volleyball,0.24920546415526196,-0.21310622677354216,False
46,Egypt,baseball,-0.4208769016650852,-0.4369682428918366,True
47,Egypt,rugby,0.23002510174584306,-0.3644456845006244,False
48,Egypt,golf,-0.9241466875403276,-0.5175753285678566,True
49,Egypt,athletics,-0.22612551364028602,-0.362451853086954,True
50,Egypt,badminton,0.16672712129482414,-0.30422361571647444,False
51,Egypt,boxing,-0.09822168187371448,-0.2785629630036988,True
52,Egypt,cycling,-0.1000681929419593,-0.36785024483857454,True
53,Egypt,swimming,0.5915784714982478,-0.1812495008036123,False
54,Egypt,shooting,-1.4788868722481612,-0.3983548427189467,True
55,Egypt,gymnastics,-0.5848218904344429,-0.227554037720397,True
56,Egypt,handball,0.5700083528595541,-0.23459062887666074,False
57,Egypt,wrestling,-0.1316400360191452,-0.3652487621279767,True
58,Egypt,skiing,-1.0265250824369108,-0.34655546934292025,True
59,Egypt,bowling,-1.2959837609917435,-0.496399269451812,True
60,Congo,football,0.6137412491504594,-0.17694895586672274,False
61,Congo,basketball,0.7888564353692258,-0.15538972117731675,False
62,Congo,cricket,0.909527655837886,-0.17992657728265746,False
63,Congo,hockey,0.26303051968219204,-0.1899046509221764,False
64,Congo,tennis,0.4553929561348026,-0.2027705485134743,False
65,Congo,volleyball,0.15786804099236626,-0.0948618877918494,False
66,Congo,baseball,0.4405926034570888,-0.2744981907191265,False
67,Congo,rugby,1.2275392695879317,-0.16289679410619007,False
68,Congo,golf,-0.2669866823982381,-0.28903247690038353,True
69,Congo,athletics,0.6275178580188329,-0.1488695428474778,False
70,Congo,badminton,0.7957882292290984,-0.0650969418625101,False
71,Congo,boxing,0.9152391064845736,-0.0427541200387349,False
72,Congo,cycling,1.050314916784299,-0.11489960967244955,False
73,Congo,swimming,0.455840888950977,-0.03570683296067248,False
74,Congo,shooting,-0.2710097701685842,-0.1372724405019687,True
75,Congo,gymnastics,-0.4858387574788479,-0.09611075694914303,True
76,Congo,handball,0.8168753021600124,-0.03408114393833022,False
77,Congo,wrestling,0.2952110757215033,-0.18883345117323408,False
78,Congo,skiing,0.07448101379960805,-0.12840822913669847,False
79,Congo,bowling,-0.5026797435618716,-0.3267131154609283,True
80,Tanzania,football,0.6630562021243739,-0.26422609158463123,False
81,Tanzania,basketball,0.6462000549938769,-0.2676895330000693,False
82,Tanzania,cricket,1.4406620582339116,-0.14321083943096416,False
83,Tanzania,hockey,0.3022554336891464,-0.26785542950752833,False
84,Tanzania,tennis,0.5057378540771885,-0.2633952704914143,False
85,Tanzania,volleyball,0.04015947104253899,-0.24220044717952802,False
86,Tanzania,baseball,0.22783046731103876,-0.31824277396710304,False
87,Tanzania,rugby,1.2533728588413309,-0.238319277768044,False
88,Tanzania,golf,0.13009546683092024,-0.2715478331744089,False
89,Tanzania,athletics,0.5857001705981143,-0.17211085175444593,False
90,Tanzania,badminton,1.19809532945025,-0.1347660963304722,False
91,Tanzania,boxing,0.5948439129031895,-0.07553154011669745,False
92,Tanzania,cycling,0.761246378967324,-0.1423146853742883,False
93,Tanzania,swimming,0.2114980450550164,-0.043164823028644335,False
94,Tanzania,shooting,-0.3854894389737498,-0.16684368456853765,True
95,Tanzania,gymnastics,-0.7728044675582985,-0.15869620998596226,True
96,Tanzania,handball,0.7377695442428223,-0.17728408472930884,False
97,Tanzania,wrestling,0.17641276227524025,-0.2253806465422267,False
98,Tanzania,skiing,0.06410475939932826,-0.11343101416597035,False
99,Tanzania,bowling,0.040651121205707935,-0.310066701159456,False
100,South Africa,football,0.4756984285114477,-0.1588434228302659,False
101,South Africa,basketball,0.417780843165029,-0.16585720092936124,False
102,South Africa,cricket,1.4891810271707409,0.01204751239160342,True
103,South Africa,hockey,0.5333563641370553,-0.09675021043819096,False
104,South Africa,tennis,0.4618806636164581,-0.09399630545835716,False
105,South Africa,volleyball,-0.11341935947759695,-0.14170830528927328,True
106,South Africa,baseball,0.3484447177478177,-0.1937657581656892,False
107,South Africa,rugby,1.8018330567931369,-0.07976671046921474,False
108,South Africa,golf,0.5815560382337649,-0.0924096032977488,False
109,South Africa,athletics,0.4893797305130622,-0.06371170776206872,False
110,South Africa,badminton,1.2529426064962117,0.02077934152191041,True
111,South Africa,boxing,0.4672293396587658,0.05003010828785832,True
112,South Africa,cycling,1.3549184813324469,0.028466801798960092,True
113,South Africa,swimming,0.4155083713648372,0.07939327991248295,True
114,South Africa,shooting,-0.2944469375103129,-0.0309003159724216,True
115,South Africa,gymnastics,-0.06981633597565287,-0.04277231059494641,True
116,South Africa,handball,0.5898914367052289,-0.02562496796620357,False
117,South Africa,wrestling,0.045602546880607,-0.11940448905303667,False
118,South Africa,skiing,0.5230637880429013,0.04005893172652498,True
119,South Africa,bowling,0.4319749268906097,-0.14553375951222267,False
120,Kenya,football,0.7325534763609287,-0.18966098602524653,False
121,Kenya,basketball,0.5267297464550194,-0.18819300577852927,False
122,Kenya,cricket,1.6682704630606546,-0.02627664001811517,False
123,Kenya,hockey,0.5825957431139017,-0.15805438691249238,False
124,Kenya,tennis,0.20170514834831196,-0.17046703425843235,False
125,Kenya,volleyball,-0.3006102961995879,-0.19492549924695596,True
126,Kenya,baseball,0.07104326186251413,-0.19371031377445996,False
127,Kenya,rugby,1.3466577319471855,-0.16642018519315452,False
128,Kenya,golf,0.20536725762619087,-0.1164573363400654,False
129,Kenya,athletics,0.7628935995113528,-0.08833750539846766,False
130,Kenya,badminton,1.3839529263526351,-0.043087886659612586,False
131,Kenya,boxing,0.7311359098303729,0.03035668904691115,True
132,Kenya,cycling,0.7909099868057692,-0.06184550810373495,False
133,Kenya,swimming,0.3559345330459929,0.01815489167967657,True
134,Kenya,shooting,-0.04455267907399976,-0.04062901574682861,True
135,Kenya,gymnastics,-0.6318778761331162,-0.1110386083414537,True
136,Kenya,handball,0.6311565481069589,-0.10660784218855028,False
137,Kenya,wrestling,0.1974597761483773,-0.1214506278655296,False
138,Kenya,skiing,0.3325010956615873,-0.004150790899668972,False
139,Kenya,bowling,-0.035477586818758296,-0.18211579973450967,True
140,Uganda,football,0.7631804016851625,-0.27199602835634795,False
141,Uganda,basketball,0.7402652232092888,-0.2829744278501034,False
142,Uganda,cricket,1.4620608808083098,-0.16121393598447173,False
143,Uganda,hockey,0.3922548157076457,-0.292260979348682,False
144,Uganda,tennis,0.3457466252588505,-0.2962356318349589,False
145,Uganda,volleyball,0.040464270564365946,-0.27832238519282554,False
146,Uganda,baseball,0.4161833767858189,-0.3073307079266208,False
147,Uganda,rugby,1.2018022837915745,-0.2583281292931011,False
148,Uganda,golf,-0.09320353748581024,-0.2890942112377172,True
149,Uganda,athletics,0.6987671533519408,-0.1819860913479262,False
